1;106;1.49487
1;270;0.69843
1;846;0.66783
1;917;0.6219
1;888;0.5737
1;465;0.55771
1;824;0.55709
1;14;0.55405
1;914;0.54517
1;938;0.54393
1;1035;0.52635
1;123;0.46537
1;227;0.46357
1;30;0.46072
1;48;0.44713
1;528;0.44324
1;1353;0.44281
1;213;0.43103
1;9;0.41628
1;26;0.41054
2;106;1.86859
2;212;0.99228
2;846;0.83478
2;459;0.7878
2;498;0.75094
2;270;0.69843
2;824;0.69636
2;391;0.69264
2;274;0.63444
2;102;0.63372
2;2154;0.56388
2;465;0.55771
2;14;0.55405
2;213;0.53879
2;556;0.50653
2;87;0.48083
2;155;0.48046
2;1016;0.47809
2;227;0.46357
2;1279;0.46288
3;498;0.75094
3;74;0.72019
3;79;0.67153
3;1016;0.61226
3;15;0.6033
3;46;0.59591
3;20;0.58722
3;465;0.55771
3;190;0.51181
3;101;0.50777
3;102;0.50698
3;19;0.47004
3;123;0.46537
3;78;0.46411
3;227;0.46357
3;86;0.46241
3;30;0.46072
3;87;0.44721
3;1049;0.44523
3;528;0.44324
4;270;0.69843
4;498;0.60075
4;465;0.55771
4;102;0.50698
4;1016;0.47809
4;227;0.46357
4;30;0.46072
4;528;0.44324
4;1353;0.44281
4;556;0.40522
4;48;0.40328
4;549;0.4021
4;605;0.38756
4;938;0.38698
4;362;0.36923
4;260;0.35297
4;233;0.34467
4;459;0.33424
4;1017;0.32616
4;783;0.29958
5;106;1.49487
5;156;0.83103
5;459;0.80966
5;121;0.80064
5;97;0.76305
5;498;0.75094
5;202;0.75001
5;74;0.72019
5;205;0.71781
5;270;0.69843
5;171;0.69714
5;297;0.67612
5;846;0.66783
5;14;0.64613
5;456;0.635
5;102;0.63372
5;917;0.6219
5;302;0.62045
5;15;0.6033
5;46;0.59591
6;106;1.86859
6;212;1.24035
6;96;1.03757
6;846;0.83478
6;87;0.74316
6;74;0.72019
6;824;0.69636
6;459;0.64135
6;15;0.6033
6;498;0.60075
6;155;0.60057
6;46;0.59591
6;20;0.58722
6;332;0.57073
6;2154;0.56388
6;181;0.56254
6;803;0.55874
6;14;0.55405
6;938;0.54393
6;213;0.53879
7;459;0.80169
7;498;0.75094
7;270;0.69843
7;74;0.57615
7;465;0.55771
7;20;0.51995
7;456;0.508
7;15;0.49603
7;12;0.47724
7;46;0.47673
7;227;0.46357
7;30;0.46072
7;332;0.45658
7;358;0.44487
7;528;0.44324
7;1353;0.44281
7;556;0.40522
7;549;0.4021
7;76;0.39533
7;605;0.38756
8;212;1.24035
8;567;0.95
8;87;0.84853
8;459;0.80966
8;210;0.7619
8;498;0.75094
8;169;0.7487
8;9;0.73588
8;18;0.72808
8;2154;0.70485
8;270;0.69843
8;40;0.68041
8;202;0.66965
8;456;0.635
8;102;0.63372
8;20;0.62284
8;155;0.60057
8;78;0.58014
8;519;0.5772
8;74;0.57615
9;106;1.12115
9;498;0.75094
9;270;0.69843
9;459;0.63024
9;271;0.61538
9;242;0.61256
9;519;0.5772
9;97;0.57229
9;465;0.55771
9;202;0.53572
9;14;0.5169
9;456;0.508
9;102;0.50698
9;556;0.50653
9;846;0.50087
9;20;0.49827
9;227;0.46357
9;30;0.46072
9;16;0.45861
9;78;0.4579
10;106;1.86859
10;212;1.24035
10;1016;1.02953
10;87;0.97014
10;846;0.83478
10;459;0.80169
10;917;0.77737
10;271;0.76923
10;242;0.7657
10;498;0.75094
10;169;0.7487
10;1132;0.73176
10;74;0.72019
10;2154;0.70485
10;270;0.69843
10;824;0.69636
10;202;0.66965
10;107;0.65855
10;20;0.6546
10;76;0.65454
11;106;1.49487
11;459;0.7878
11;498;0.75094
11;81;0.72274
11;270;0.69843
11;18;0.68672
11;79;0.67153
11;202;0.66965
11;846;0.66783
11;14;0.64613
11;102;0.63372
11;78;0.58014
11;74;0.57615
11;465;0.55771
11;824;0.55709
11;101;0.52843
11;2154;0.52838
11;190;0.51181
11;19;0.51171
11;456;0.508
12;212;0.99228
12;917;0.77737
12;498;0.75094
12;465;0.55771
12;549;0.50238
12;155;0.48046
12;227;0.46357
12;30;0.46072
12;181;0.45004
12;528;0.44324
12;14;0.44324
12;459;0.4178
12;9;0.41628
12;556;0.40522
12;48;0.40328
12;128;0.3922
12;938;0.38698
12;87;0.37712
12;13;0.35188
12;233;0.34467
13;106;1.12115
13;498;0.75094
13;212;0.74421
13;459;0.64379
13;917;0.6219
13;270;0.55874
13;465;0.55771
13;202;0.53572
13;76;0.52363
13;519;0.51517
13;87;0.50912
13;456;0.508
13;102;0.50698
13;846;0.50087
13;504;0.47727
13;227;0.46357
13;30;0.46072
13;1016;0.45919
13;169;0.44922
13;528;0.44324
14;456;0.635
14;102;0.63372
14;498;0.60075
14;74;0.57615
14;2154;0.56388
14;48;0.50402
14;20;0.47688
14;46;0.47673
14;227;0.46357
14;30;0.46072
14;14;0.45609
14;465;0.44617
14;337;0.42094
14;15;0.39572
14;938;0.38698
14;86;0.36993
14;216;0.36013
14;528;0.35459
14;13;0.35188
14;71;0.3475
15;212;0.99228
15;210;0.7619
15;87;0.67987
15;297;0.67612
15;66;0.65079
15;459;0.64135
15;14;0.62684
15;498;0.60075
15;169;0.59988
15;18;0.58247
15;321;0.57893
15;74;0.57615
15;332;0.57073
15;2154;0.56388
15;270;0.55874
15;465;0.55771
15;19;0.54436
15;202;0.53572
15;20;0.52368
15;31;0.51612
17;106;1.49487
17;212;0.99228
17;578;0.88742
17;27;0.82832
17;1016;0.82362
17;136;0.8
17;271;0.76923
17;545;0.76787
17;242;0.7657
17;15;0.75412
17;498;0.75094
17;320;0.74536
17;18;0.72808
17;74;0.72019
17;270;0.69843
17;495;0.69631
17;846;0.66783
17;459;0.64135
17;456;0.635
17;102;0.63372
16;606;1.0555
16;74;0.72019
16;15;0.6033
16;46;0.59591
16;20;0.58722
16;519;0.5772
16;270;0.55874
16;102;0.50698
16;2136;0.47108
16;123;0.46537
16;86;0.46241
16;76;0.43679
16;71;0.43437
16;101;0.42945
16;196;0.42248
16;692;0.40962
16;442;0.40916
16;48;0.40328
16;202;0.40179
16;426;0.40011
19;106;1.86859
19;212;1.24035
19;846;0.83478
19;1016;0.76064
19;498;0.75094
19;18;0.72808
19;74;0.72019
19;459;0.71652
19;824;0.69636
19;87;0.67987
19;202;0.66965
19;76;0.65454
19;456;0.635
19;917;0.6219
19;271;0.61538
19;242;0.61256
19;19;0.60485
19;15;0.6033
19;155;0.60057
19;169;0.59988
18;106;1.86859
18;212;1.24035
18;87;0.8765
18;566;0.85003
18;846;0.83478
18;27;0.82832
18;459;0.7878
18;917;0.77737
18;509;0.77557
18;271;0.76923
18;242;0.7657
18;1016;0.76064
18;15;0.75412
18;498;0.75094
18;169;0.74901
18;9;0.73588
18;74;0.72019
18;270;0.69843
18;824;0.69636
18;202;0.66965
21;465;0.55771
21;9;0.52034
21;123;0.46537
21;227;0.46357
21;30;0.46072
21;528;0.44324
21;19;0.41453
21;556;0.40522
21;549;0.4021
21;202;0.40179
21;4;0.39528
21;216;0.38808
21;102;0.38023
21;76;0.36465
21;233;0.34467
21;78;0.3302
21;29;0.32184
21;2;0.31708
21;101;0.31619
21;32;0.31475
20;106;1.12115
20;456;0.635
20;498;0.60075
20;74;0.57615
20;332;0.57073
20;270;0.55874
20;465;0.55771
20;846;0.50087
20;76;0.49417
20;519;0.48977
20;15;0.48264
20;46;0.47673
20;256;0.47538
20;20;0.46978
20;227;0.46357
20;30;0.46072
20;528;0.44324
20;442;0.43398
20;824;0.41781
20;692;0.40962
23;106;1.12115
23;212;0.99228
23;459;0.80169
23;1016;0.76064
23;498;0.75094
23;74;0.72019
23;270;0.69843
23;297;0.67612
23;79;0.67153
23;202;0.66965
23;77;0.66815
23;456;0.635
23;102;0.63372
23;384;0.61885
23;15;0.6033
23;46;0.59591
23;20;0.58722
23;321;0.57371
23;332;0.57073
